Time,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,Amount,Class
406.0,0.4169557050379071,0.126910559061474,0.517232370861764,-0.0350493686052974,-0.4652110761823879,0.320198198514526,0.0445191674731724,0.177839798284401,0.261145002567677,-0.143275874698919,0.0,Fraud
472.0,0.283344830149495,2.10233879259444,0.661695924845707,0.435477208966341,1.3759657425430605,-0.2938031527340209,0.279798031841214,-0.145361714815161,-0.252773122530705,0.0357642251788156,529.0,Fraud
4462.0,-1.33444106667307,-0.430021867171611,-0.294166317554753,-0.9323910572749908,0.172726295799422,-0.0873295379700724,-0.1561142646511719,-0.542627889040196,0.0395659889264757,-0.153028796529788,239.93,Fraud
6986.0,0.308333945758691,-0.1716078786479599,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.8495733799857679,59.0,Fraud
7519.0,-2.72185312222835,0.0090608363953452,-0.37906830709218,-0.704181032215427,-0.656804756348389,-1.63265295692929,1.4889014483823702,0.5667972734689339,-0.0100162234965625,0.146792734916988,1.0,Fraud
7526.0,-1.93466573889727,0.488378221134715,0.36451420978479,-0.6080571338387031,-0.5395279418200929,0.128939982991813,1.48848121006868,0.50796267782385,0.7358216361196619,0.513573740679437,1.0,Fraud
7535.0,-1.3273566354901498,0.5877432190064069,0.3705086514932529,-0.5767524731743299,-0.6696053717662379,-0.7599075295386178,1.6050555501746202,0.5406753964288991,0.7370403816839771,0.496699108168337,1.0,Fraud
7543.0,-2.37059945059811,0.269772775978284,0.156617169389793,-0.652450440932299,-0.551572219392364,-0.716521635357197,1.4157166150892202,0.5552647397875821,0.530507388890912,0.404474054528712,1.0,Fraud
7551.0,-1.8080121586735705,0.388307428238927,0.2088283690016739,-0.5117466192007221,-0.5838132208137231,-0.219845029091423,1.4747525844068798,0.491191925656006,0.5188682845772871,0.40252806767232,1.0,Fraud
7610.0,2.2501232487881,0.504646226103286,0.589669127323198,0.109541319229913,0.601045276521079,-0.364700278220039,-1.84307769215194,0.351909298434892,0.5945499780864639,0.0993722360416487,1.0,Fraud
7672.0,1.5541972634589698,0.422743129198702,0.5511796891172479,-0.0098023573132531,0.721698230069415,0.4732457514020329,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1.0,Fraud
7740.0,1.11826355175812,0.204137684042271,0.343282648722251,-0.0541956644068491,0.709653952497143,-0.372215866946976,-2.03206836614816,0.366777602071192,0.395170669257609,0.0202055389458413,1.0,Fraud
7891.0,0.351948943356815,0.315957258937511,0.501543149467536,-0.54686881157389,-0.0765836358993043,-0.425550366841581,0.123644186352002,0.321984539336613,0.264028160503965,0.132816719764592,1.0,Fraud
8090.0,-0.265421595374812,0.3640891150144079,0.454031931736316,-0.577525824201459,0.0459665375362652,0.461700017592254,0.044146161217817,0.305704433918549,0.530980986346765,0.243745598122111,1.0,Fraud
8169.0,-0.0897244112241547,0.483302650495284,0.375026285129017,0.145399853347782,0.240603265009756,-0.234649222710157,-1.00488094720044,0.435831916241838,0.6183238051684821,0.148468944379397,1.0,Fraud
8408.0,-2.07145048844325,0.5766560333320689,0.615641835107552,-0.4064272753179,-0.73701807643754,-0.279641772215917,1.1067663744335,0.323885477719453,0.894766671515833,0.5695186002695141,1.0,Fraud
8415.0,-1.31449509665307,0.632709963789826,0.536892074447128,-0.5461260237292439,-0.605239547613772,-0.263743459593593,1.5399158307786798,0.5235736966808711,0.891024688365269,0.572740666549584,1.0,Fraud
8451.0,2.17738568653903,0.562705643312244,0.7433140234289829,0.0640383555765096,0.6778416752503461,0.0830078227438395,-1.91103446375022,0.322188398435937,0.6208665388204879,0.185030354728703,1.0,Fraud
8528.0,2.26298478762517,0.549612970886705,0.756052550277073,0.140167768675,0.665411100673545,0.1314637917249859,-1.90821741154788,0.334807598686864,0.748534284767756,0.1754137944228959,1.0,Fraud
